#VERSION,1,2026/5/31 16:38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~索引,测点名称,描述,设计编号,数据类型,读写属性,驱动类型,测点地址,单位,测点类型,工程上限,工程下限,优先级,安全区,报警区,历史存储,报警类型,高高,高,低,低低,历史缓存,OPC输出,语音报警,采集周期,历史库名称,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,签名,许可,报警确认时是否需要签名,
126,HW.DI060113.PV,A一次风机润滑油压低低,31HLB10CP008LL,BOOL,,,HW.DI060113.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
127,HW.DI060114.PV,A一次风机油站#2动力箱在远方位置,31HLB10GH00201,BOOL,,,HW.DI060114.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
128,HW.DI060115.PV,MFT后吹扫保护,停A送/引风机2,,BOOL,,,HW.DI060115.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,无签名,,,,,,,,,,,0,0,0
129,HW.DQ060201.PV,A引风机#2冷却风合闸命令,31HNC20AN0031,BOOL,,,HW.DQ060201.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
130,HW.DQ060202.PV,A引风机#2冷却风跳闸命令,31HNC20AN0032,BOOL,,,HW.DQ060202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
131,HW.DQ060205.PV,A空预器导向轴承润滑油泵合闸指令,30HLD01AP0011,BOOL,,,HW.DQ060205.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
132,HW.DQ060206.PV,A空预器导向轴承润滑油泵跳闸指令,30HLD01AP0012,BOOL,,,HW.DQ060206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
133,HW.DQ060207.PV,A一次风机#1润滑油泵合闸命令,31HLB10AP0011,BOOL,,,HW.DQ060207.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
134,HW.DQ060208.PV,A一次风机#1润滑油泵跳闸命令,31HLB10AP0012,BOOL,,,HW.DQ060208.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
135,HW.DQ060209.PV,A引风机合闸指令,31HNC20AN0011,BOOL,,,HW.DQ060209.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
136,HW.DQ060210.PV,A引风机跳闸指令,31HNC20AN0012,BOOL,,,HW.DQ060210.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
137,HW.DI060307.PV,A引风机合位,31HNC20AN0013,BOOL,,,HW.DI060307.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
138,HW.DI060309.PV,A引风机保护装置故障或弹簧未储能,31HNC20AN0015,BOOL,,,HW.DI060309.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
139,HW.DI060310.PV,A引风机保护动作,31HNC20AN0017,BOOL,,,HW.DI060310.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
140,HW.DI060311.PV,A引风机开关柜就地控制,31HNC20AN0016,BOOL,,,HW.DI060311.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
141,HW.DI060312.PV,A送风机#1液压油泵合位,31HLB20AP0013,BOOL,,,HW.DI060312.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
142,HW.DI060314.PV,MFT继电器动作到A风烟2,,BOOL,,,HW.DI060314.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
143,HW.DQ070101.PV,A送风机#2液压油泵合闸命令,31HLB20AP0021,BOOL,,,HW.DQ070101.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
144,HW.DQ070102.PV,A送风机#2液压油泵跳闸命令,31HLB20AP0022,BOOL,,,HW.DQ070102.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
145,HW.DQ070103.PV,启动A引风机#1润滑油泵,31HNC20AP0011,BOOL,,,HW.DQ070103.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
146,HW.DQ070104.PV,停运A引风机#1润滑油泵,31HNC20AP0012,BOOL,,,HW.DQ070104.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
147,HW.DQ070105.PV,开A空预器出口一次风门,31HFE20AA0011,BOOL,,,HW.DQ070105.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
148,HW.DQ070106.PV,关A空预器出口一次风门,31HFE20AA0012,BOOL,,,HW.DQ070106.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
149,HW.DQ070107.PV,启动A引风机#2循环冷却油泵,31HNC21AP0021,BOOL,,,HW.DQ070107.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
150,HW.DQ070108.PV,停运A引风机#2循环冷却油泵,31HNC21AP0022,BOOL,,,HW.DQ070108.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
151,HW.DQ070109.PV,开A送风机出口风门1,31HLA20AA001A1,BOOL,,,HW.DQ070109.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
152,HW.DQ070110.PV,关A送风机出口风门1,31HLA20AA001A2,BOOL,,,HW.DQ070110.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
153,HW.DQ070111.PV,总风量小于25% 1(取消),,BOOL,,,HW.DQ070111.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
154,HW.DQ070114.PV,A送风机跳位RB1-去DPU13,,BOOL,,,HW.DQ070114.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
155,HW.DQ070115.PV,A一次风机跳位RB1-去DPU13,,BOOL,,,HW.DQ070115.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
156,HW.DQ070201.PV,A一次风机#1液压油泵合闸命令,31HLB10AP0031,BOOL,,,HW.DQ070201.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
157,HW.DQ070202.PV,A一次风机#1液压油泵跳闸命令,31HLB10AP0032,BOOL,,,HW.DQ070202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
158,HW.DQ070203.PV,开送风机出口联络风门,30HLA20AA0011,BOOL,,,HW.DQ070203.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
159,HW.DQ070204.PV,关送风机出口联络风门,30HLA20AA0012,BOOL,,,HW.DQ070204.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
160,HW.DQ070205.PV,开A空预器出口二次风风门1,30HLA21AA001A1,BOOL,,,HW.DQ070205.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
161,HW.DQ070206.PV,关A空预器出口二次风风门1,30HLA21AA001A2,BOOL,,,HW.DQ070206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
162,HW.DQ070207.PV,开A一次风机出口风门,31HLA10AA0011,BOOL,,,HW.DQ070207.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
163,HW.DQ070208.PV,关A一次风机出口风门,31HLA10AA0012,BOOL,,,HW.DQ070208.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
164,HW.DQ070209.PV,开A侧冷一次风风门,31HFE10AA0011,BOOL,,,HW.DQ070209.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
165,HW.DQ070210.PV,关A侧冷一次风风门,31HFE10AA0012,BOOL,,,HW.DQ070210.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
166,HW.DQ070211.PV,进火焰镜头,30HBK01CX00101,BOOL,,,HW.DQ070211.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
167,HW.DQ070212.PV,退火焰镜头,30HBK01CX00103,BOOL,,,HW.DQ070212.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
168,HW.DQ070215.PV,A引风机跳位RB1-去DPU13,,BOOL,,,HW.DQ070215.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
169,HW.DI070301.PV,A引风机液压油过滤器差压高,31HNC21CP001,BOOL,,,HW.DI070301.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
170,HW.DI070302.PV,A引风机润滑油压力低,31HNC22CP002,BOOL,,,HW.DI070302.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
171,HW.DI070303.PV,A引风机润滑油压力高,31HNC22CP004,BOOL,,,HW.DI070303.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
172,HW.DI070304.PV,A引风机油箱油位低低,31HNC20CL001LL,BOOL,,,HW.DI070304.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
173,HW.DI070306.PV,A引风机液压油压低,31HNC21CP002,BOOL,,,HW.DI070306.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
174,HW.DI070307.PV,A引风机液压油压高,31HNC21CP003,BOOL,,,HW.DI070307.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
175,HW.DI070308.PV,A引风机供油流量低,31HNC20CF001L,BOOL,,,HW.DI070308.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
176,HW.DI070309.PV,A送风机侧轴承座振动XY向高,31HLB20CY001H,BOOL,,,HW.DI070309.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
177,HW.DI070310.PV,A引风机轴承振动1高,31HNC20CY001H,BOOL,,,HW.DI070310.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
178,HW.DI070311.PV,A引风机轴承垂直振动高,31HNC20CY002H,BOOL,,,HW.DI070311.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
179,HW.DI070312.PV,A风机振动检测仪表柜故障,31CFQ01XB01,BOOL,,,HW.DI070312.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
180,HW.DI070313.PV,A引风机#2循环冷却油泵合位,31HNC21AP0023,BOOL,,,HW.DI070313.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
181,HW.DI070314.PV,A引风机#2循环冷却油泵分位,31HNC21AP0024,BOOL,,,HW.DI070314.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
182,HW.DI070315.PV,A引风机#2循环冷却油泵工作过载,31HNC21AP0025,BOOL,,,HW.DI070315.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
183,HW.DI070316.PV,30CRB16机柜电源故障,,BOOL,,,HW.DI070316.PV,,,2,-1,0,S001,A255,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
184,HW.DI070401.PV,A空预器支撑轴承润滑油泵合位,30HLD01AP0023,BOOL,,,HW.DI070401.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
185,HW.DI070402.PV,A空预器支撑轴承润滑油泵跳位,30HLD01AP0024,BOOL,,,HW.DI070402.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
186,HW.DI070403.PV,A空预器支撑轴承润滑油泵电源故障,30HLD01AP0025,BOOL,,,HW.DI070403.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
187,HW.DI070404.PV,A空预器支撑轴承润滑油泵就地控制,30HLD01AP0026,BOOL,,,HW.DI070404.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
188,HW.DI070405.PV,A空预器主电机合位,30HLD01AE0043,BOOL,,,HW.DI070405.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
189,HW.DI070406.PV,A空预器主电机跳位,30HLD01AE0044,BOOL,,,HW.DI070406.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
190,HW.DI070407.PV,A空预器主电机控制电源故障,30HLD01AE0045,BOOL,,,HW.DI070407.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
191,HW.DI070408.PV,A空预器主电机开关柜就地控制,30HLD01AE0046,BOOL,,,HW.DI070408.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
192,HW.DI070409.PV,A空预器出口一次风门开,31HFE20AA0013,BOOL,,,HW.DI070409.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
193,HW.DI070410.PV,A空预器出口一次风门关,31HFE20AA0014,BOOL,,,HW.DI070410.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
194,HW.DI070411.PV,A空预器出口一次风门故障,31HFE20AA0015,BOOL,,,HW.DI070411.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
195,HW.DI070412.PV,A引风机油站加热器分位,31HNC20AH0014,BOOL,,,HW.DI070412.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
196,HW.DI070413.PV,A引风机油站加热器就地控制,30HNC20AH0016,BOOL,,,HW.DI070413.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
197,HW.DI070414.PV,A引风机动叶调节臂力矩报警,31HNC20AA1017,BOOL,,,HW.DI070414.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
198,HW.DI070415.PV,A一次风机电机侧轴承振动XY向高,31HLB10CY003H,BOOL,,,HW.DI070415.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
199,HW.DI070416.PV,A引风机#2循环冷却油泵就地控制,31HNC21AP0026,BOOL,,,HW.DI070416.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
200,HW.DQ080105.PV,开A空预器出口二次风风门3,30HLA21AA001C1,BOOL,,,HW.DQ080105.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
201,HW.DQ080106.PV,关A空预器出口二次风风门3,30HLA21AA001C2,BOOL,,,HW.DQ080106.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
202,HW.DQ080107.PV,A送风机跳位RB2-去DPU13,,BOOL,,,HW.DQ080107.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
203,HW.DQ080108.PV,A一次风机跳位RB2-去DPU13,,BOOL,,,HW.DQ080108.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
204,HW.DQ080205.PV,开A空预器出口二次风风门2,30HLA21AA001B1,BOOL,,,HW.DQ080205.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
205,HW.DQ080206.PV,关A空预器出口二次风风门2,30HLA21AA001B2,BOOL,,,HW.DQ080206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
206,HW.DQ080213.PV,总风量小于25% 2(取消),,BOOL,,,HW.DQ080213.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
207,HW.DQ080214.PV,A引风机跳位RB2-去DPU13,,BOOL,,,HW.DQ080214.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
208,HW.DI080401.PV,A引风机#1油泵合位,31HNC20AP0013,BOOL,,,HW.DI080401.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
209,HW.DI080402.PV,A引风机#1油泵工作过载脱扣,31HNC20AP0015,BOOL,,,HW.DI080402.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
210,HW.DI080403.PV,A引风机油站加热器合位,31HNC20AH0013,BOOL,,,HW.DI080403.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
211,HW.DI080404.PV,A引风机#1就地控制柜电源脱扣,31HNC20GH00101,BOOL,,,HW.DI080404.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
212,HW.DI080405.PV,A空预器导向轴承润滑油泵合位,30HLD01AP0013,BOOL,,,HW.DI080405.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
213,HW.DI080406.PV,A空预器导向轴承润滑油泵跳位,30HLD01AP0014,BOOL,,,HW.DI080406.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
214,HW.DI080407.PV,A空预器导向轴承润滑油泵电源故障,30HLD01AP0015,BOOL,,,HW.DI080407.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
215,HW.DI080408.PV,A空预器导向轴承润滑油泵就地控制,30HLD01AP0016,BOOL,,,HW.DI080408.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
216,HW.DI080413.PV,A空预器#1齿轮油泵运行,31HFC10AT0013,BOOL,,,HW.DI080413.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
217,HW.DI080414.PV,A空预器润滑油泵压力低,31KYQ10AA101,BOOL,,,HW.DI080414.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
218,HW.DI080415.PV,A引风机润滑油压力低低,31HNC22CP003,BOOL,,,HW.DI080415.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
219,HW.AQ090201.PV,A引风机动叶指令,31HNC20AA1010,FLOAT,,,HW.AQ090201.PV,,,100,0,0,S001,A002,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
220,HW.AI090501.PV,A引风机电流,31HNC20AN0019A,FLOAT,,,HW.AI090501.PV,,,1200,0,0,S001,A001,Y,,20000,535,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
221,HW.AI090502.PV,A引风机动叶位置,31HNC20AA1019,FLOAT,,,HW.AI090502.PV,,,100,0,0,S001,A001,Y,,20000,100,-5,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
222,HW.AI090503.PV,热一次风母管压力1,30HFE20CP101,FLOAT,,,HW.AI090503.PV,,,18,0,0,S001,A001,Y,,20000,18,7.5,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
223,HW.AI090504.PV,炉膛压力1（A侧）,30HBK02CP101,FLOAT,,,HW.AI090504.PV,,,1000,-1000,0,S001,A001,Y,,20000,300,-500,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
224,HW.AI090505.PV,A送风机风机侧轴承座X向振动,31HLB20CY001,FLOAT,,,HW.AI090505.PV,,,20,0,0,S001,A001,Y,,20000,4.5,-1,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
225,HW.AI090506.PV,A一次风机风机侧轴承座X向振动,31HLB10CY001,FLOAT,,,HW.AI090506.PV,,,20,0,0,S001,A001,Y,,20000,6.3,-1,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
226,HW.AI090507.PV,3A送风机液压油压力3,31HNC21CP103,FLOAT,,,HW.AI090507.PV,,,10,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
227,HW.DQ100101.PV,A送风机#1液压油泵合闸命令,31HLB20AP0011,BOOL,,,HW.DQ100101.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
228,HW.DQ100102.PV,A送风机#1液压油泵跳闸命令,31HLB20AP0012,BOOL,,,HW.DQ100102.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
229,HW.DQ100103.PV,启动A引风机#2油泵,31HNC20AP0021,BOOL,,,HW.DQ100103.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
230,HW.DQ100104.PV,停运A引风机#2油泵,31HNC20AP0022,BOOL,,,HW.DQ100104.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
231,HW.DQ100105.PV,开A送风机出口风门2,31HLA20AA001B1,BOOL,,,HW.DQ100105.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
232,HW.DQ100106.PV,关A送风机出口风门2,31HLA20AA001B2,BOOL,,,HW.DQ100106.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
233,HW.DQ100107.PV,启动A引风机#1循环冷却油泵,31HNC21AP0011,BOOL,,,HW.DQ100107.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
234,HW.DQ100108.PV,停运A引风机#1循环冷却油泵,31HNC21AP0012,BOOL,,,HW.DQ100108.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
235,HW.DQ100111.PV,A引风机油站加热器合闸命令,31HNC20AH0011,BOOL,,,HW.DQ100111.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
236,HW.DQ100112.PV,A引风机油站加热器跳闸命令,31HNC20AH0012,BOOL,,,HW.DQ100112.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
237,HW.DQ100113.PV,A一次风机油箱电加热器合闸命令,31HLB10AH0011,BOOL,,,HW.DQ100113.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
238,HW.DQ100114.PV,A一次风机油箱电加热器跳闸命令,31HLB10AH0012,BOOL,,,HW.DQ100114.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
239,HW.DQ100201.PV,A一次风机#2液压油泵合闸命令,31HLB10AP0041,BOOL,,,HW.DQ100201.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
240,HW.DQ100202.PV,A一次风机#2液压油泵跳闸命令,31HLB10AP0042,BOOL,,,HW.DQ100202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
241,HW.DQ100205.PV,开A空预器气动马达电磁阀,30HLD01AA0011,BOOL,,,HW.DQ100205.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
242,HW.DQ100210.PV,A一次风机油箱#2电加热器合闸指令,31HLB10AH0021,BOOL,,,HW.DQ100210.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
243,HW.DQ100211.PV,A一次风机油箱#2电加热器跳闸指令,31HLB10AH0022,BOOL,,,HW.DQ100211.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
244,HW.DQ100212.PV,A送风机油箱加热器合闸命令,31HLB20AH0011,BOOL,,,HW.DQ100212.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
245,HW.DQ100213.PV,A送风机油箱加热器跳闸命令,31HLB20AH0012,BOOL,,,HW.DQ100213.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
246,HW.DQ100214.PV,总风量小于25% 3(取消),,BOOL,,,HW.DQ100214.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
247,HW.AI100301.PV,A一次风机风机侧轴承座Y向振动,31HLB10CY002,FLOAT,,,HW.AI100301.PV,,,20,0,0,S001,A001,Y,,20000,6.3,-1,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
248,HW.AI100302.PV,A送风机电机侧轴承座Y向振动,31HLB20CY004,FLOAT,,,HW.AI100302.PV,,,20,0,0,S001,A001,Y,,20000,4.5,-1,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
249,HW.AI100303.PV,3A送风机液压油压力2,31HNC21CP102,FLOAT,,,HW.AI100303.PV,,,10,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
250,HW.AI100304.PV,A送风机油过滤器进出口差压,31HNC21CP104,FLOAT,,,HW.AI100304.PV,,,1,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
251,HW.AI100305.PV,3A空预器齿轮油泵出口压力2,31KYQ10CP102,FLOAT,,,HW.AI100305.PV,,,1,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
